"ID","name","fa_loans_debt_avg_d"
"1616","Waynesburg University",30250
"1617","Westminster College",35333
"1619","Wilkes University",38082
"1620","Wilson College",30423
"1622","York College Pennsylvania",35669
"1626","Rhode Island College",25567
"1627","University of Rhode Island",30731
"1628","Brown University",24300
"1629","Bryant University",39283
"1632","Providence College",32475
"1633","Rhode Island School of Design",30376
"1634","Roger Williams University",40612
"1635","Salve Regina University",38425
"1637","College of Charleston",25644
"1638","Citadel Military College of South Carolina",29701
"1639","Clemson University",30213
"1640","Francis Marion University",28979
"1643","University of South Carolina-Aiken",28104
"1645","University of South Carolina-Columbia",28233
"1646","Coastal Carolina University",35207
"1648","University of South Carolina-Upstate",22660
"1649","Winthrop University",32165
"1651","Anderson University",32298
"1658","Columbia International University",24428
"1660","Converse College",32063
"1662","Furman University",25903
"1666","Newberry College",31951
"1668","Presbyterian College",30835
"1670","Wofford College",24999
"1672","Dakota State University",24728
"1673","Northern State University",27487
"1675","South Dakota School of Mines and Technology",22810
"1676","South Dakota State University",23183
"1677","University of South Dakota",25554
"1678","Augustana College",35385
"1679","Dakota Wesleyan University",32752
"1680","Mount Marty College",33945
"1684","Austin Peay State University",28820
"1686","University of Memphis",25244
"1687","Middle Tennessee State University",24834
"1688","The University of Tennessee-Chattanooga",21420
"1689","The University of Tennessee-Knoxville",23870
"1690","The University of Tennessee-Martin",28701
"1691","Tennessee State University",35645
"1692","Tennessee Technological University",18467
"1693","American Baptist College",9743
"1696","Belmont University",28306
"1699","Carson-Newman University",25555
"1700","Christian Brothers University",22759
"1701","Cumberland University",25827
"1702","Lipscomb University",30480
"1705","Freed-Hardeman University",31185
"1708","King University",21091
"1710","Le Moyne-Owen College",27441
"1711","Lee University",32163
"1712","Lincoln Memorial University",19987
"1716","Milligan College",25626
"1718","Rhodes College",27077
"1719","Sewanee-The University of the South",21277
"1721","Tennessee Wesleyan College",21280
"1723","Trevecca Nazarene University",28430
"1724","Tusculum College",29162
"1725","Union University",29187
"1726","Vanderbilt University",20790
"1731","Angelo State University",25508
"1733","Texas A & M University-Corpus Christi",26445
"1737","University of Houston-Downtown",23249
"1739","University of Houston",18453
"1741","Texas A & M International University",17394
"1743","Midwestern State University",25550
"1745","The University of Texas-Pan American",14900
"1747","Prairie View A & M University",27500
"1748","Sam Houston State University",31433
"1749","Stephen F Austin State University",27278
"1750","Texas State University",26031
"1752","Tarleton State University",26267
"1757","Texas A & M University-College Station",23703
"1758","The University of Texas at Arlington",23210
"1759","The University of Texas at Austin",27207
"1760","The University of Texas at Dallas",19613
"1761","The University of Texas at El Paso",24000
"1764","The University of Texas at San Antonio",27337
"1765","Texas Southern University",43600
"1766","Texas Tech University",25306
"1770","West Texas A & M University",20682
"1774","Abilene Christian University",43841
"1781","Concordia University-Texas",24882
"1782","Dallas Baptist University",28279
"1784","University of Dallas",36561
"1785","East Texas Baptist University",30718
"1787","Hardin-Simmons University",34380
"1789","Howard Payne University",33329
"1791","University of the Incarnate Word",29744
"1793","LeTourneau University",38211
"1794","Lubbock Christian University",27949
"1795","University of Mary Hardin-Baylor",37048
"1796","McMurry University",34742
"1798","Our Lady of the Lake University",28362
"1800","Rice University",22241
"1801","Saint Edward's University",34444
"1802","University of St Thomas",36497
"1803","Schreiner University",29364
"1805","Southern Methodist University",34671
"1807","Southwestern University",30935
"1809","Texas Christian University",39584
"1811","Texas Lutheran University",31576
"1812","Texas Wesleyan University",37014
"1813","Trinity University",35318
"1814","Wayland Baptist University",25725
"1823","Criswell College",4030
"1824","Dixie State University",24441
"1826","Southern Utah University",14978
"1827","Utah State University",21200
"1828","Utah Valley University",16784
"1829","University of Utah",20019
"1831","Brigham Young University-Provo",14021
"1834","Westminster College",27523
"1835","Western Governors University",19880
"1844","Vermont Technical College",23530
"1845","University of Vermont",27276
"1846","Bennington College",26073
"1848","Champlain College",35444
"1849","Goddard College",22888
"1851","Marlboro College",29478
"1852","Middlebury College",17975
"1853","Norwich University",32498
"1854","Saint Michael's College",36967
"1859","College of William and Mary",25733
"1860","Christopher Newport University",28135
"1861","George Mason University",27206
"1862","James Madison University",23732
"1863","Longwood University",27644
"1864","University of Mary Washington",17460
"1866","Old Dominion University",29357
"1867","Radford University",26333
"1868","The University of Virginia's College at Wise",12662
"1869","Virginia Polytechnic Institute and State University",27865
"1870","Virginia Commonwealth University",32411
"1871","University of Virginia-Main Campus",22933
"1872","Virginia Military Institute",26720
"1873","Virginia State University",28250
"1874","Averett University",31876
"1875","Bluefield College",24344
"1876","Bridgewater College",33326
"1877","Regent University",36564
"1879","Emory & Henry College",28126
"1882","Hampden-Sydney College",30644
"1883","Hampton University",9231
"1884","Hollins University",37332
"1885","Liberty University",20451
"1886","Lynchburg College",33592
"1887","Mary Baldwin College",32117
"1888","Marymount University",26528
"1890","Randolph-Macon College",34930
"1891","Randolph College",33854
"1893","University of Richmond",22550
"1894","Roanoke College",34320
"1895","Shenandoah University",28831
"1897","Sweet Briar College",26795
"1899","Virginia Union University",33286
"1900","Virginia Wesleyan College",31891
"1901","Washington and Lee University",23224
"1906","Central Washington University",26360
"1909","Eastern Washington University",27259
"1910","The Evergreen State College",21054
"1916","Washington State University",24298
"1917","University of Washington-Seattle Campus",21532
"1918","Western Washington University",21520
"1919","University of Washington-Bothell Campus",19536
"1920","University of Washington-Tacoma Campus",23396
"1923","Cornish College of the Arts",32179
"1924","Gonzaga University",29513
"1928","Northwest University",27479
"1929","Pacific Lutheran University",32459
"1930","University of Puget Sound",27776
"1931","Saint Martin's University",27944
"1932","Seattle Pacific University",28844
"1933","Seattle University",29044
"1934","Walla Walla University",38778
"1935","Whitman College",19147
"1936","Whitworth University",26132
"1940","Bluefield State College",27000
"1941","Concord University",21273
"1942","Fairmont State University",26420
"1943","Glenville State College",27932
"1944","Marshall University",26625
"1947","Shepherd University",27938
"1950","West Virginia University Institute of Technology",20893
"1951","West Virginia University",27332
"1952","Alderson Broaddus University",26765
"1958","West Virginia Wesleyan College",31044
"1959","Wheeling Jesuit University",29131
"1960","University of Wisconsin-Whitewater",27623
"1961","University of Wisconsin-Eau Claire",26210
"1962","University of Wisconsin-Green Bay",27239
"1963","University of Wisconsin-La Crosse",25932
"1964","University of Wisconsin-Oshkosh",23989
"1966","University of Wisconsin-Stout",27397
"1967","University of Wisconsin-Superior",29410
"1968","University of Wisconsin-Madison",26579
"1969","University of Wisconsin-Milwaukee",33234
"1971","University of Wisconsin-River Falls",27134
"1972","University of Wisconsin-Stevens Point",25871
"1973","Alverno College",38642
"1975","Beloit College",28768
"1976","Cardinal Stritch University",29473
"1977","Carroll University",32931
"1979","Columbia College of Nursing",28203
"1980","Concordia University-Wisconsin",30880
"1981","Edgewood College",31522
"1983","Lawrence University",33755
"1984","Maranatha Baptist University",14851
"1985","Marian University",31000
"1986","Marquette University",35211
"1988","Milwaukee School of Engineering",37243
"1989","Mount Mary University",29759
"1991","Northland College",30637
"1993","Saint Norbert College",31438
"1996","Wisconsin Lutheran College",26896
"1999","University of Wyoming",23708
